date,day_of_week,month,location,event_type,weather,temperature,expected_visitors,actual_visitors,vehicle_count,average_speed,available_doctors,available_nurses,available_ambulances,police_personnel,volunteers,medical_cases,parking_occupancy,river_water_level,cleanliness_score,crowd_density,congestion_level,emergency_level
2027-07-09,Friday,July,Dwarka Circle,Normal Day,Sunny,36,19041,19063,2754,41,10,26,3,80,120,61,10,Normal,94,Low,Low,Low
2027-07-10,Saturday,July,Gangapur Road,Festival,Sunny,33,208657,191082,34325,27,27,57,7,636,1061,1035,28,Normal,81,Medium,Low,High
2027-07-11,Sunday,July,Nimani,Weekend,Cloudy,26,88087,81376,13717,44,11,34,3,271,452,383,11,Low,93,Low,Low,Medium
2027-07-12,Monday,July,CBS Nashik,Normal Day,Cloudy,25,26695,26854,4955,32,10,27,3,89,149,68,10,Normal,96,Low,Low,Low
2027-07-13,Tuesday,July,College Road,Normal Day,Rainy,29,29305,29703,3938,34,10,35,3,99,165,227,10,High,97,Low,Low,Low
2027-07-14,Wednesday,July,Nimani,Normal Day,Sunny,31,21596,21014,3618,39,10,28,3,80,120,87,10,Normal,95,Low,Low,Low
2027-07-15,Thursday,July,Mhasrul,Shahi Snan,Sunny,31,471415,488327,73780,14,69,152,19,1627,2712,1538,61,High,62,High,Medium,High
2027-07-16,Friday,July,Ramkund,Normal Day,Sunny,31,109492,111116,13621,28,15,39,4,370,617,366,11,Low,93,Medium,Low,Medium
2027-07-17,Saturday,July,Trimbakeshwar Temple,Normal Day,Sunny,30,80757,87509,17254,39,12,25,3,291,486,559,14,Normal,94,Low,Low,Medium
2027-07-18,Sunday,July,Adgaon Naka,Weekend,Sunny,36,104560,114013,19255,43,16,39,4,380,633,690,16,Normal,86,Medium,Low,Medium
2027-07-19,Monday,July,Nimani,Normal Day,Sunny,35,27922,29647,5042,44,10,35,3,98,164,134,10,Low,95,Low,Low,Low
2027-07-20,Tuesday,July,Godavari Ghat,Festival,Sunny,33,345011,367884,64475,10,52,114,14,1226,2043,1093,53,Low,69,High,High,Critical
2027-07-21,Wednesday,July,Adgaon Naka,Normal Day,Rainy,28,15615,16954,2458,38,10,21,3,80,120,149,10,Normal,98,Low,Low,Low
2027-07-22,Thursday,July,Adgaon Naka,Normal Day,Cloudy,27,55998,57679,7858,37,10,21,3,192,320,332,10,Low,96,Low,Low,Medium
2027-07-23,Friday,July,Sadhugram,Normal Day,Cloudy,25,41989,42326,6102,36,10,21,3,141,235,237,10,Low,99,Low,Low,Low
2027-07-24,Saturday,July,Sadhugram,Normal Day,Sunny,37,92172,88716,13345,30,12,38,3,295,492,437,11,Normal,92,Low,Low,Medium
2027-07-25,Sunday,July,Dwarka Circle,Weekend,Rainy,23,103442,104354,13234,33,14,38,4,347,579,439,11,High,92,Medium,Low,Medium
2027-07-26,Monday,July,Mumbai Naka,Normal Day,Sunny,36,73329,78240,13794,28,11,29,3,260,434,247,11,Low,94,Low,Low,Low
2027-07-27,Tuesday,July,Mumbai Naka,Normal Day,Sunny,30,43728,43046,6595,39,10,27,3,143,239,142,10,Low,93,Low,Low,Low
2027-07-28,Wednesday,July,Tapovan,Normal Day,Sunny,38,83410,85948,15347,44,12,25,3,286,477,556,12,Normal,96,Low,Low,Medium
2027-07-29,Thursday,July,Shalimar,Normal Day,Sunny,32,16050,16789,3300,37,10,33,3,80,120,85,10,Low,100,Low,Low,Low
2027-07-30,Friday,July,Panchavati,Festival,Rainy,27,222465,235383,36755,21,33,66,9,784,1307,1033,30,High,81,Medium,Medium,High
2027-07-31,Saturday,July,Godavari Ghat,Normal Day,Rainy,28,49418,54126,6854,41,10,24,3,180,300,402,10,High,97,Low,Low,Medium
2027-08-01,Sunday,August,Trimbakeshwar Temple,Weekend,Sunny,36,126201,139694,17589,37,19,49,5,465,776,580,14,Normal,89,Medium,Low,Medium
2027-08-02,Monday,August,Shalimar,Normal Day,Sunny,33,22408,20471,3382,34,10,24,3,80,120,75,10,Low,94,Low,Low,Low
2027-08-03,Tuesday,August,Dwarka Circle,Normal Day,Sunny,32,47169,50638,7409,40,10,25,3,168,281,182,10,Normal,99,Low,Low,Low
2027-08-04,Wednesday,August,CBS Nashik,Normal Day,Cloudy,28,69461,64748,9280,44,10,26,3,215,359,165,10,Normal,96,Low,Low,Low
2027-08-05,Thursday,August,Ramkund,Shahi Snan,Rainy,23,699724,668271,115877,6,95,198,26,2227,3712,2671,96,High,41,High,High,Critical
2027-08-06,Friday,August,Tapovan,Normal Day,Sunny,34,28448,28375,4078,45,10,21,3,94,157,74,10,Normal,96,Low,Low,Low
2027-08-07,Saturday,August,Trimbakeshwar Temple,Normal Day,Rainy,28,32250,29154,4206,38,10,26,3,97,161,218,10,Normal,97,Low,Low,Low
2027-08-08,Sunday,August,Ramkund,Weekend,Sunny,33,126524,133660,21113,34,19,47,5,445,742,468,17,Low,86,Medium,Low,Medium
2027-08-09,Monday,August,Gangapur Road,Normal Day,Cloudy,26,41131,40938,6287,29,10,32,3,136,227,223,10,Normal,92,Low,Low,Low
2027-08-10,Tuesday,August,Sadhugram,Festival,Sunny,38,337374,336523,54519,12,48,100,13,1121,1869,1985,45,Low,68,High,Medium,Critical
2027-08-11,Wednesday,August,Sadhugram,Normal Day,Sunny,31,40730,37193,5250,28,10,34,3,123,206,97,10,Low,99,Low,Low,Low
2027-08-12,Thursday,August,Sadhugram,Normal Day,Cloudy,30,42130,45063,5920,45,10,24,3,150,250,248,10,Normal,92,Low,Low,Low
2027-08-13,Friday,August,Mhasrul,Normal Day,Sunny,37,41271,45844,5537,28,10,25,3,152,254,234,10,Low,96,Low,Low,Low
2027-08-14,Saturday,August,Sadhugram,Normal Day,Cloudy,30,43092,40039,6750,33,10,20,3,133,222,167,10,Low,99,Low,Low,Low
2027-08-15,Sunday,August,Shalimar,Weekend,Sunny,34,102736,113492,19658,29,16,47,4,378,630,484,16,Low,94,Medium,Low,Medium
2027-08-16,Monday,August,Tapovan,Normal Day,Sunny,30,69488,69650,10059,40,10,32,3,232,386,250,10,Normal,92,Low,Low,Low
2027-08-17,Tuesday,August,Gangapur Road,Normal Day,Sunny,34,18992,18976,3576,45,10,25,3,80,120,82,10,Low,100,Low,Low,Low
2027-08-18,Wednesday,August,CBS Nashik,Normal Day,Rainy,23,32736,36411,6129,45,10,23,3,121,202,353,10,Normal,100,Low,Low,Medium
2027-08-19,Thursday,August,Mumbai Naka,Normal Day,Sunny,35,53004,55901,8101,29,10,30,3,186,310,158,10,Normal,98,Low,Low,Low
2027-08-20,Friday,August,Gangapur Road,Festival,Sunny,33,156411,143978,18853,36,20,44,5,479,799,442,15,Normal,86,Medium,Low,Medium
2027-08-21,Saturday,August,Sadhugram,Normal Day,Sunny,35,67709,70195,10788,42,10,22,3,233,389,236,10,Normal,92,Low,Low,Low
2027-08-22,Sunday,August,Adgaon Naka,Weekend,Sunny,37,103849,105473,13144,34,15,44,4,351,585,522,10,Normal,91,Medium,Low,Medium
2027-08-23,Monday,August,College Road,Normal Day,Sunny,31,35949,38133,5960,45,10,35,3,127,211,114,10,Low,99,Low,Low,Low
2027-08-24,Tuesday,August,CBS Nashik,Normal Day,Cloudy,28,27946,25556,4152,45,10,33,3,85,141,118,10,Normal,96,Low,Low,Low
2027-08-25,Wednesday,August,Sadhugram,Shahi Snan,Cloudy,27,644276,721359,117070,5,103,217,28,2404,4007,4136,97,High,40,High,High,Critical
2027-08-26,Thursday,August,Nimani,Normal Day,Sunny,30,65467,66867,12785,33,10,20,3,222,371,299,10,Normal,97,Low,Low,Low
2027-08-27,Friday,August,Godavari Ghat,Normal Day,Sunny,36,64203,66999,8449,45,10,26,3,223,372,269,10,Normal,92,Low,Low,Low
2027-08-28,Saturday,August,Gangapur Road,Normal Day,Cloudy,32,33414,34575,5599,32,10,26,3,115,192,167,10,Normal,93,Low,Low,Low
2027-08-29,Sunday,August,Shalimar,Weekend,Sunny,33,143318,136544,18223,43,19,42,5,455,758,695,15,Normal,92,Medium,Low,Medium
2027-08-30,Monday,August,Adgaon Naka,Festival,Cloudy,31,164178,153177,29000,24,21,51,6,510,850,490,24,Normal,87,Medium,Low,Medium
2027-08-31,Tuesday,August,Ramkund,Normal Day,Cloudy,26,36790,40608,8035,38,10,24,3,135,225,198,10,Low,99,Low,Low,Low
2027-09-01,Wednesday,September,Mumbai Naka,Normal Day,Rainy,27,41488,38423,5969,38,10,35,3,128,213,281,10,High,93,Low,Low,Low
2027-09-02,Thursday,September,Dwarka Circle,Normal Day,Sunny,34,53842,51292,10159,42,10,22,3,170,284,179,10,Low,97,Low,Low,Low
2027-09-03,Friday,September,Ramkund,Normal Day,Sunny,30,25648,25786,4348,36,10,26,3,85,143,142,10,Normal,97,Low,Low,Low
2027-09-04,Saturday,September,Gangapur Road,Normal Day,Sunny,32,41018,37249,5055,37,10,30,3,124,206,96,10,Low,100,Low,Low,Low
2027-09-05,Sunday,September,College Road,Weekend,Sunny,30,76694,85802,16712,39,12,29,3,286,476,305,13,Low,94,Low,Low,Medium
2027-09-06,Monday,September,Panchavati,Normal Day,Rainy,27,39801,35826,5333,35,10,30,3,119,199,241,10,Normal,96,Low,Low,Low
2027-09-07,Tuesday,September,Shalimar,Normal Day,Rainy,24,43079,46720,8992,37,10,35,3,155,259,246,10,Normal,97,Low,Low,Low
2027-09-08,Wednesday,September,Ramkund,Normal Day,Sunny,33,100736,103562,14387,40,14,35,4,345,575,379,11,Normal,94,Medium,Low,Medium
2027-09-09,Thursday,September,Godavari Ghat,Normal Day,Sunny,37,97545,95300,15188,37,13,30,3,317,529,407,12,Low,95,Low,Low,Medium
2027-09-10,Friday,September,Shalimar,Festival,Cloudy,27,178655,169149,22869,42,24,55,6,563,939,884,19,Normal,83,Medium,Low,Medium
2027-09-11,Saturday,September,Tapovan,Normal Day,Sunny,35,33981,30864,3788,33,10,35,3,102,171,165,10,Normal,95,Low,Low,Low
2027-09-12,Sunday,September,Gangapur Road,Weekend,Sunny,34,120273,128092,19178,40,18,46,5,426,711,422,15,Normal,93,Medium,Low,Medium
2027-09-13,Monday,September,Ramkund,Normal Day,Sunny,34,41060,41499,5030,31,10,33,3,138,230,206,10,Low,96,Low,Low,Low
2027-09-14,Tuesday,September,Shalimar,Normal Day,Sunny,33,25362,26745,4903,31,10,30,3,89,148,123,10,Normal,98,Low,Low,Low
2027-09-15,Wednesday,September,Gangapur Road,Shahi Snan,Cloudy,31,442993,401295,68954,16,57,128,16,1337,2229,1885,57,High,63,High,Medium,Critical
2027-09-16,Thursday,September,Trimbakeshwar Temple,Normal Day,Sunny,33,32484,32479,4629,39,10,27,3,108,180,82,10,Normal,98,Low,Low,Low
2027-09-17,Friday,September,CBS Nashik,Normal Day,Sunny,30,63302,63774,9276,30,10,23,3,212,354,361,10,Low,96,Low,Low,Medium
2027-09-18,Saturday,September,Shalimar,Normal Day,Sunny,36,33569,33268,5229,41,10,33,3,110,184,122,10,Normal,99,Low,Low,Low
2027-09-19,Sunday,September,Tapovan,Weekend,Sunny,32,101525,97282,18107,33,13,37,3,324,540,580,15,Low,91,Low,Low,Medium
2027-09-20,Monday,September,Gangapur Road,Festival,Sunny,38,222016,207952,29993,19,29,71,8,693,1155,1163,24,Normal,80,Medium,Medium,High
2027-09-21,Tuesday,September,Mumbai Naka,Normal Day,Cloudy,30,43641,48145,7011,43,10,31,3,160,267,295,10,Low,94,Low,Low,Low
2027-09-22,Wednesday,September,Tapovan,Normal Day,Sunny,32,32955,30116,5856,44,10,27,3,100,167,178,10,Normal,96,Low,Low,Low
2027-09-23,Thursday,September,Nimani,Normal Day,Sunny,32,35318,34669,5721,28,10,34,3,115,192,127,10,Low,97,Low,Low,Low
2027-09-24,Friday,September,College Road,Normal Day,Rainy,25,29360,31318,5495,34,10,33,3,104,173,284,10,High,100,Low,Low,Low
2027-09-25,Saturday,September,CBS Nashik,Shahi Snan,Sunny,30,343563,326844,43250,23,46,92,13,1089,1815,1395,36,High,68,High,Medium,High
2027-09-26,Sunday,September,Panchavati,Weekend,Rainy,23,143260,135391,26147,25,19,49,5,451,752,605,21,Normal,92,Medium,Low,Medium
2027-09-27,Monday,September,Tapovan,Normal Day,Sunny,38,26820,28837,4611,44,10,32,3,96,160,72,10,Normal,93,Low,Low,Low
2027-09-28,Tuesday,September,College Road,Normal Day,Sunny,30,24820,23671,3211,33,10,29,3,80,131,140,10,Low,100,Low,Low,Low
2027-09-29,Wednesday,September,Nimani,Normal Day,Sunny,35,30422,29852,4977,29,10,27,3,99,165,180,10,Low,93,Low,Low,Low
2027-09-30,Thursday,September,Adgaon Naka,Festival,Sunny,30,137935,135168,22576,38,19,41,5,450,750,568,18,Normal,85,Medium,Low,Medium
2027-10-01,Friday,October,College Road,Normal Day,Sunny,31,46547,44934,7589,44,10,28,3,149,249,114,10,Low,95,Low,Low,Low
2027-10-02,Saturday,October,CBS Nashik,Normal Day,Rainy,23,43302,44143,6507,31,10,31,3,147,245,334,10,High,95,Low,Low,Medium
2027-10-03,Sunday,October,Godavari Ghat,Weekend,Sunny,33,138295,153337,21507,41,21,48,6,511,851,501,17,Low,91,Medium,Low,Medium
2027-10-04,Monday,October,Panchavati,Normal Day,Cloudy,27,71232,79571,10470,42,11,31,3,265,442,429,10,Normal,89,Low,Low,Medium
2027-10-05,Tuesday,October,Mhasrul,Shahi Snan,Sunny,34,619272,650245,89106,18,92,199,26,2167,3612,3448,74,High,48,High,Medium,Critical
2027-10-06,Wednesday,October,Sadhugram,Normal Day,Sunny,35,22812,22104,3850,31,10,24,3,80,122,116,10,Normal,95,Low,Low,Low
2027-10-07,Thursday,October,Panchavati,Normal Day,Sunny,35,47037,51865,9810,36,10,35,3,172,288,266,10,Low,99,Low,Low,Low
2027-10-08,Friday,October,Adgaon Naka,Normal Day,Sunny,34,29930,28765,5006,29,10,34,3,95,159,103,10,Low,95,Low,Low,Low
2027-10-09,Saturday,October,Mumbai Naka,Normal Day,Rainy,24,22361,21249,3513,38,10,29,3,80,120,204,10,Normal,100,Low,Low,Low
2027-10-10,Sunday,October,Shalimar,Weekend,Cloudy,25,137363,136376,18454,34,19,47,5,454,757,707,15,Low,90,Medium,Low,Medium
2027-10-11,Monday,October,Shalimar,Normal Day,Sunny,30,47184,51909,8900,44,10,33,3,173,288,232,10,Normal,92,Low,Low,Low
2027-10-12,Tuesday,October,Shalimar,Normal Day,Sunny,36,55794,58062,11099,37,10,22,3,193,322,233,10,Low,99,Low,Low,Low
2027-10-13,Wednesday,October,Gangapur Road,Normal Day,Cloudy,32,54270,59117,11348,29,10,22,3,197,328,342,10,Normal,96,Low,Low,Medium
2027-10-14,Thursday,October,Dwarka Circle,Normal Day,Sunny,34,51101,48717,9152,34,10,24,3,162,270,192,10,Normal,97,Low,Low,Low
2027-10-15,Friday,October,Shalimar,Shahi Snan,Sunny,34,651664,698520,129531,10,99,213,27,2328,3880,3402,100,High,42,High,High,Critical
2027-10-16,Saturday,October,Trimbakeshwar Temple,Normal Day,Sunny,37,120220,121430,22386,40,17,34,4,404,674,633,18,Normal,93,Medium,Low,Medium
2027-10-17,Sunday,October,CBS Nashik,Weekend,Rainy,23,132630,125914,18688,36,17,34,5,419,699,420,15,Normal,87,Medium,Low,Medium
2027-10-18,Monday,October,Ramkund,Normal Day,Cloudy,31,100662,91219,14649,31,13,35,3,304,506,389,12,Low,89,Low,Low,Medium
2027-10-19,Tuesday,October,Trimbakeshwar Temple,Normal Day,Rainy,29,29446,31983,5556,30,10,29,3,106,177,300,10,Normal,97,Low,Low,Low
2027-10-20,Wednesday,October,CBS Nashik,Festival,Sunny,34,240708,248889,37692,24,35,76,9,829,1382,1205,31,Low,80,Medium,Medium,High
2027-10-21,Thursday,October,Mhasrul,Normal Day,Sunny,30,23862,21583,3168,35,10,29,3,80,120,86,10,Low,100,Low,Low,Low
2027-10-22,Friday,October,Mhasrul,Normal Day,Sunny,32,26828,28474,5095,29,10,23,3,94,158,123,10,Low,100,Low,Low,Low
2027-10-23,Saturday,October,Tapovan,Normal Day,Sunny,37,51713,47129,7704,29,10,21,3,157,261,305,10,Low,99,Low,Low,Medium
2027-10-24,Sunday,October,Nimani,Weekend,Sunny,37,124279,117989,18520,28,16,41,4,393,655,750,15,Low,92,Medium,Low,Medium
2027-10-25,Monday,October,Mhasrul,Shahi Snan,Sunny,37,488586,479841,83857,10,68,146,19,1599,2665,2749,69,High,64,High,High,Critical
2027-10-26,Tuesday,October,Adgaon Naka,Normal Day,Cloudy,26,56217,54486,9187,41,10,34,3,181,302,237,10,Low,98,Low,Low,Low
2027-10-27,Wednesday,October,CBS Nashik,Normal Day,Sunny,31,23883,23565,4510,41,10,31,3,80,130,83,10,Low,99,Low,Low,Low
2027-10-28,Thursday,October,CBS Nashik,Normal Day,Rainy,25,33658,36533,5617,31,10,23,3,121,202,234,10,Normal,93,Low,Low,Low
2027-07-01,Thursday,July,Sadhugram,Normal Day,Cloudy,29,84979,86165,13703,43,12,39,3,287,478,537,11,Low,93,Low,Low,Medium
2027-07-02,Friday,July,Mhasrul,Normal Day,Sunny,31,23631,22924,2928,38,10,22,3,80,127,136,10,Normal,100,Low,Low,Low
2027-07-03,Saturday,July,Shalimar,Normal Day,Rainy,29,28198,26202,3865,33,10,35,3,87,145,259,10,High,97,Low,Low,Low
2027-07-04,Sunday,July,Panchavati,Weekend,Rainy,26,122602,135723,22656,42,19,45,5,452,754,422,18,High,88,Medium,Low,Medium
2027-07-05,Monday,July,Dwarka Circle,Shahi Snan,Cloudy,30,356920,333233,65944,11,47,104,13,1110,1851,1389,54,High,75,High,Medium,High
2027-07-06,Tuesday,July,Mhasrul,Normal Day,Rainy,23,26541,29701,4117,30,10,28,3,99,165,138,10,Normal,95,Low,Low,Low
2027-07-07,Wednesday,July,Godavari Ghat,Normal Day,Sunny,33,36380,36808,6134,31,10,22,3,122,204,170,10,Low,94,Low,Low,Low
2027-07-08,Thursday,July,Gangapur Road,Normal Day,Sunny,35,28436,30281,4245,34,10,29,3,100,168,130,10,Normal,93,Low,Low,Low
2027-07-09,Friday,July,Ramkund,Normal Day,Cloudy,25,30136,27673,3605,36,10,20,3,92,153,115,10,Low,96,Low,Low,Low
2027-07-10,Saturday,July,Panchavati,Festival,Cloudy,32,179196,179586,30948,21,25,58,7,598,997,459,25,Normal,86,Medium,Low,Medium
2027-07-11,Sunday,July,Tapovan,Weekend,Sunny,32,111932,118725,23369,40,16,41,4,395,659,581,19,Normal,89,Medium,Low,Medium
2027-07-12,Monday,July,Tapovan,Normal Day,Sunny,31,27597,27587,4438,43,10,32,3,91,153,83,10,Low,96,Low,Low,Low
2027-07-13,Tuesday,July,Shalimar,Normal Day,Sunny,30,49473,45207,7121,35,10,25,3,150,251,164,10,Low,96,Low,Low,Low
2027-07-14,Wednesday,July,Nimani,Normal Day,Rainy,24,48726,45324,8877,45,10,30,3,151,251,392,10,High,95,Low,Low,Medium
2027-07-15,Thursday,July,Nimani,Shahi Snan,Sunny,35,347359,325362,58418,11,46,103,13,1084,1807,1657,48,High,71,High,Medium,High
2027-07-16,Friday,July,College Road,Normal Day,Sunny,35,46768,49504,6701,30,10,32,3,165,275,228,10,Low,96,Low,Low,Low
2027-07-17,Saturday,July,Panchavati,Normal Day,Sunny,31,32409,31067,4782,36,10,20,3,103,172,80,10,Low,95,Low,Low,Low
2027-07-18,Sunday,July,Mumbai Naka,Weekend,Sunny,32,102780,110322,20717,43,15,44,4,367,612,611,17,Low,86,Medium,Low,Medium
2027-07-19,Monday,July,Trimbakeshwar Temple,Normal Day,Sunny,32,115216,115890,22168,45,16,40,4,386,643,590,18,Low,86,Medium,Low,Medium
2027-07-20,Tuesday,July,Dwarka Circle,Festival,Sunny,38,238983,242900,40338,22,34,76,9,809,1349,648,33,Low,76,Medium,Medium,Medium
2027-07-21,Wednesday,July,Shalimar,Normal Day,Sunny,32,38068,36151,4733,38,10,30,3,120,200,186,10,Normal,98,Low,Low,Low
2027-07-22,Thursday,July,CBS Nashik,Normal Day,Rainy,23,71988,67094,11255,33,10,22,3,223,372,365,10,Normal,97,Low,Low,Medium
2027-07-23,Friday,July,Tapovan,Normal Day,Sunny,35,23261,22874,3711,31,10,23,3,80,127,124,10,Normal,98,Low,Low,Low
2027-07-24,Saturday,July,Panchavati,Normal Day,Cloudy,30,38864,36335,5446,39,10,21,3,121,201,221,10,Normal,95,Low,Low,Low
2027-07-25,Sunday,July,Tapovan,Weekend,Rainy,29,142360,154303,22428,41,22,57,6,514,857,740,18,High,88,Medium,Low,Medium
2027-07-26,Monday,July,Mumbai Naka,Normal Day,Rainy,28,72956,68142,10435,29,10,30,3,227,378,377,10,Normal,94,Low,Low,Medium
2027-07-27,Tuesday,July,Ramkund,Normal Day,Sunny,34,62798,65127,12903,44,10,33,3,217,361,409,10,Low,94,Low,Low,Medium
2027-07-28,Wednesday,July,Trimbakeshwar Temple,Normal Day,Sunny,32,87274,91421,13036,29,13,37,3,304,507,587,10,Low,90,Low,Low,Medium
2027-07-29,Thursday,July,Dwarka Circle,Normal Day,Sunny,32,35738,35150,4419,29,10,27,3,117,195,136,10,Low,100,Low,Low,Low
2027-07-30,Friday,July,Godavari Ghat,Festival,Sunny,31,286277,264344,41205,21,37,88,10,881,1468,1203,34,Low,74,Medium,Medium,High
2027-07-31,Saturday,July,Nimani,Normal Day,Cloudy,26,65876,69015,9345,45,10,33,3,230,383,240,10,Normal,93,Low,Low,Low
2027-08-01,Sunday,August,Trimbakeshwar Temple,Weekend,Rainy,23,241725,249679,43990,20,35,84,9,832,1387,1474,36,Normal,79,Medium,Medium,High
2027-08-02,Monday,August,Sadhugram,Normal Day,Sunny,30,84106,84984,12897,44,12,39,3,283,472,223,10,Low,90,Low,Low,Medium
2027-08-03,Tuesday,August,Dwarka Circle,Normal Day,Rainy,29,63385,63698,10580,33,10,35,3,212,353,372,10,Normal,97,Low,Low,Medium
2027-08-04,Wednesday,August,Mumbai Naka,Normal Day,Sunny,35,44990,43840,6078,36,10,33,3,146,243,244,10,Normal,96,Low,Low,Low
2027-08-05,Thursday,August,Tapovan,Shahi Snan,Rainy,23,800615,857936,115029,5,122,256,34,2859,4766,4436,95,High,40,High,High,Critical
2027-08-06,Friday,August,Adgaon Naka,Normal Day,Cloudy,30,55833,53089,9491,43,10,26,3,176,294,159,10,Low,91,Low,Low,Low
2027-08-07,Saturday,August,Gangapur Road,Normal Day,Cloudy,29,33287,30816,6132,28,10,26,3,102,171,77,10,Low,98,Low,Low,Low
2027-08-08,Sunday,August,Nimani,Weekend,Rainy,24,75088,82794,15568,43,11,23,3,275,459,348,12,High,93,Low,Low,Medium
2027-08-09,Monday,August,CBS Nashik,Normal Day,Sunny,31,59211,58316,8102,35,10,21,3,194,323,294,10,Normal,98,Low,Low,Low
2027-08-10,Tuesday,August,Panchavati,Festival,Rainy,25,214772,198981,29316,22,28,64,7,663,1105,1209,24,High,87,Medium,Low,High
2027-08-11,Wednesday,August,Tapovan,Normal Day,Cloudy,30,69308,66464,11265,35,10,33,3,221,369,300,10,Low,97,Low,Low,Low
2027-08-12,Thursday,August,Godavari Ghat,Normal Day,Sunny,38,96632,90499,15421,45,12,31,3,301,502,548,12,Low,93,Low,Low,Medium
2027-08-13,Friday,August,Sadhugram,Normal Day,Cloudy,25,69215,69269,13427,40,10,22,3,230,384,407,11,Low,91,Low,Low,Medium
2027-08-14,Saturday,August,Sadhugram,Normal Day,Rainy,29,88974,97191,12135,37,13,32,3,323,539,674,10,High,90,Low,Low,Medium
2027-08-15,Sunday,August,Shalimar,Weekend,Cloudy,30,144372,144751,25445,27,20,44,5,482,804,627,21,Low,88,Medium,Low,Medium
2027-08-16,Monday,August,Panchavati,Normal Day,Cloudy,31,34238,32923,5994,43,10,33,3,109,182,135,10,Low,100,Low,Low,Low
2027-08-17,Tuesday,August,Adgaon Naka,Normal Day,Cloudy,27,42955,42806,7630,39,10,34,3,142,237,163,10,Low,100,Low,Low,Low
2027-08-18,Wednesday,August,Adgaon Naka,Normal Day,Cloudy,28,22041,23608,3471,35,10,31,3,80,131,108,10,Normal,96,Low,Low,Low
2027-08-19,Thursday,August,Sadhugram,Normal Day,Sunny,33,88809,84414,15935,37,12,34,3,281,468,517,13,Normal,89,Low,Low,Medium
2027-08-20,Friday,August,Trimbakeshwar Temple,Festival,Sunny,37,245791,240239,37554,20,34,76,9,800,1334,823,31,Low,83,Medium,Medium,Medium
2027-08-21,Saturday,August,Nimani,Normal Day,Cloudy,30,25841,26212,3943,34,10,35,3,87,145,69,10,Low,100,Low,Low,Low
2027-08-22,Sunday,August,Shalimar,Weekend,Sunny,36,134793,148389,27966,23,21,56,5,494,824,898,23,Normal,87,Medium,Low,Medium
2027-08-23,Monday,August,Ramkund,Normal Day,Sunny,36,26616,27858,5065,34,10,29,3,92,154,79,10,Normal,98,Low,Low,Low
2027-08-24,Tuesday,August,Panchavati,Normal Day,Sunny,30,74045,78957,14903,44,11,36,3,263,438,500,12,Normal,90,Low,Low,Medium
2027-08-25,Wednesday,August,Trimbakeshwar Temple,Shahi Snan,Rainy,22,1135605,1126553,158505,9,160,328,45,3755,6258,5153,100,High,40,High,High,Critical
2027-08-26,Thursday,August,Gangapur Road,Normal Day,Rainy,29,60095,64248,11638,37,10,23,3,214,356,341,10,Normal,92,Low,Low,Medium
2027-08-27,Friday,August,Trimbakeshwar Temple,Normal Day,Sunny,36,110021,105441,19196,44,15,38,4,351,585,573,15,Normal,95,Medium,Low,Medium
2027-08-28,Saturday,August,Panchavati,Normal Day,Sunny,32,47327,50462,9273,33,10,23,3,168,280,188,10,Low,91,Low,Low,Low
2027-08-29,Sunday,August,CBS Nashik,Weekend,Sunny,34,148189,145517,28884,28,20,40,5,485,808,768,24,Normal,90,Medium,Low,Medium
2027-08-30,Monday,August,CBS Nashik,Festival,Sunny,30,260470,287023,43831,20,41,82,11,956,1594,855,36,Low,74,Medium,Medium,High
2027-08-31,Tuesday,August,Nimani,Normal Day,Sunny,36,65488,69506,11477,40,10,34,3,231,386,298,10,Normal,97,Low,Low,Low
2027-09-01,Wednesday,September,Dwarka Circle,Normal Day,Sunny,37,57434,62842,12090,35,10,33,3,209,349,208,10,Normal,98,Low,Low,Low
2027-09-02,Thursday,September,College Road,Normal Day,Rainy,22,43734,44156,8655,28,10,31,3,147,245,317,10,High,99,Low,Low,Medium
2027-09-03,Friday,September,Panchavati,Normal Day,Sunny,37,49785,45137,7012,28,10,29,3,150,250,253,10,Normal,95,Low,Low,Low
2027-09-04,Saturday,September,Ramkund,Normal Day,Cloudy,26,66659,66498,13192,39,10,26,3,221,369,262,10,Low,94,Low,Low,Low
2027-09-05,Sunday,September,Tapovan,Weekend,Sunny,38,104028,102480,13674,37,14,41,4,341,569,496,11,Normal,90,Medium,Low,Medium
2027-09-06,Monday,September,Ramkund,Normal Day,Sunny,34,49721,50386,7963,33,10,29,3,167,279,202,10,Low,99,Low,Low,Low
2027-09-07,Tuesday,September,Shalimar,Normal Day,Cloudy,30,69119,72759,13113,43,10,25,3,242,404,237,10,Low,89,Low,Low,Low
2027-09-08,Wednesday,September,Mumbai Naka,Normal Day,Rainy,27,18393,16867,2167,42,10,21,3,80,120,207,10,High,98,Low,Low,Low
2027-09-09,Thursday,September,Nimani,Normal Day,Cloudy,25,24328,27061,4936,31,10,22,3,90,150,79,10,Low,93,Low,Low,Low
2027-09-10,Friday,September,Gangapur Road,Festival,Cloudy,32,145080,151644,30173,18,21,55,6,505,842,725,25,Low,86,Medium,Medium,Medium
2027-09-11,Saturday,September,Sadhugram,Normal Day,Sunny,31,21346,22004,3715,38,10,35,3,80,122,141,10,Normal,100,Low,Low,Low
2027-09-12,Sunday,September,Adgaon Naka,Weekend,Rainy,24,61436,68464,9390,30,10,30,3,228,380,315,10,Normal,95,Low,Low,Medium
